time,fridge,washing_machine,kettle,rice_cooker
2013-02-18 03:17:21,11.3,3.65,0.72,1.33
2013-02-18 03:17:24,11.11,3.65,0.51,1.45
2013-02-18 03:17:27,11.82,3.26,0.27,1.42
2013-02-18 03:17:30,11.2,3.06,0.48,1.17
2013-02-18 03:17:33,11.5,3.4699999999999998,0.7,1.1400000000000001
2013-02-18 03:17:36,11.23,3.13,0.24,1.1400000000000001
2013-02-18 03:17:39,11.32,3.14,0.09,1.1
2013-02-18 03:17:42,11.1,3.68,0.29,1.43
2013-02-18 03:17:45,11.16,3.4699999999999998,0.54,1.45
2013-02-18 03:17:48,11.57,3.24,0.48,1.34
2013-02-18 03:17:51,11.04,3.33,0.46,2.23
2013-02-18 03:17:54,12.5,3.52,0.74,1.46
2013-02-18 03:17:57,11.09,3.15,0.17,1.76
2013-02-18 03:18:00,11.82,3.6,0.46,2.0300000000000002
2013-02-18 03:18:03,11.6,3.57,0.24,1.37
2013-02-18 03:18:06,11.39,3.04,0.19,1.1
2013-02-18 03:18:09,11.23,3.1,0.41,1.5
2013-02-18 03:18:12,11.76,3.91,0.53,1.13
2013-02-18 03:18:15,11.47,3.67,0.0,1.67
2013-02-18 03:18:18,11.87,3.05,0.57,1.02
2013-02-18 03:18:21,11.47,3.49,0.22,1.16
2013-02-18 03:18:24,11.12,3.61,0.56,1.98
2013-02-18 03:18:27,11.57,3.17,0.49,2.09
2013-02-18 03:18:30,11.55,3.5300000000000002,0.8,1.06
2013-02-18 03:18:33,11.41,3.32,0.12,1.21
2013-02-18 03:18:36,11.3,3.18,0.22,1.6400000000000001
2013-02-18 03:18:39,11.26,3.62,1.34,1.6099999999999999
2013-02-18 03:18:42,11.53,3.33,0.14,2.12
2013-02-18 03:18:45,11.61,3.25,0.81,1.12
2013-02-18 03:18:48,11.13,3.33,0.64,1.9100000000000001
2013-02-18 03:18:51,11.18,3.2800000000000002,0.1,1.41
2013-02-18 03:18:53,11.29,3.17,0.05,1.37
2013-02-18 03:18:57,11.91,3.45,0.22,1.32
2013-02-18 03:18:59,11.14,3.17,0.49,1.47
2013-02-18 03:19:03,11.96,3.51,0.84,1.04
2013-02-18 03:19:05,11.03,3.07,0.01,1.08
2013-02-18 03:19:09,11.68,3.13,0.04,1.62
2013-02-18 03:19:11,11.99,3.41,0.48,1.05
2013-02-18 03:19:15,11.46,3.25,0.55,1.24
2013-02-18 03:19:17,11.05,3.07,0.14,1.63
2013-02-18 03:19:21,11.63,3.24,0.35,1.25
2013-02-18 03:19:23,11.42,3.22,0.27,1.45
2013-02-18 03:19:27,11.27,3.1,0.11,1.56
2013-02-18 03:19:29,11.1,3.16,0.14,1.1400000000000001
2013-02-18 03:19:33,11.13,3.11,0.76,1.07
2013-02-18 03:19:35,11.64,3.1,0.06,1.0
2013-02-18 03:19:39,11.37,3.57,0.36,1.11
2013-02-18 03:19:41,11.14,3.57,0.34,2.01
2013-02-18 03:19:45,11.83,3.46,0.08,1.7
2013-02-18 03:19:47,11.48,3.17,0.08,2.13
2013-02-18 03:19:51,11.06,3.88,0.04,1.02
2013-02-18 03:19:53,11.05,3.3,0.17,1.47
2013-02-18 03:19:57,11.57,3.26,0.44,1.78
2013-02-18 03:19:59,12.21,3.38,0.06,1.06
2013-02-18 03:20:03,11.76,3.45,0.44,1.11
2013-02-18 03:20:05,11.3,3.26,0.24,1.1
2013-02-18 03:20:09,11.04,3.34,0.35,1.23
2013-02-18 03:20:11,11.11,3.4,0.34,1.01
2013-02-18 03:20:15,11.48,3.02,0.72,1.5699999999999998
2013-02-18 03:20:17,11.04,3.22,0.21,1.3900000000000001
2013-02-18 03:20:21,11.13,3.16,0.33,1.53
2013-02-18 03:20:23,11.62,3.13,0.11,1.62
2013-02-18 03:20:27,11.17,3.14,0.31,1.1
2013-02-18 03:20:29,11.08,3.01,0.75,1.28
2013-02-18 03:20:33,11.95,4.0,0.46,1.33
2013-02-18 03:20:35,11.43,3.19,0.52,1.08
2013-02-18 03:20:39,11.21,3.49,0.09,1.11
2013-02-18 03:20:41,11.94,3.74,0.36,1.73
2013-02-18 03:20:45,11.28,3.89,0.44,1.51
2013-02-18 03:20:47,11.67,3.13,0.48,1.8399999999999999
2013-02-18 03:20:51,11.24,3.11,0.09,1.52
2013-02-18 03:20:53,11.77,3.13,0.24,1.3599999999999999
2013-02-18 03:20:57,11.54,3.12,0.86,1.96
2013-02-18 03:20:59,11.24,3.3,0.0,1.22
2013-02-18 03:21:03,11.05,3.03,1.03,1.5699999999999998
2013-02-18 03:21:05,11.66,3.21,0.21,1.3900000000000001
2013-02-18 03:21:09,11.64,3.4,0.68,1.1
2013-02-18 03:21:11,11.7,3.19,0.75,1.35
2013-02-18 03:21:15,11.29,4.22,1.18,1.7
2013-02-18 03:21:17,11.52,3.02,0.09,1.56
2013-02-18 03:21:21,11.76,3.57,0.27,1.0
2013-02-18 03:21:23,12.42,3.38,0.87,1.71
2013-02-18 03:21:27,11.23,3.24,0.47,1.6600000000000001
2013-02-18 03:21:29,11.28,3.15,0.38,1.25
2013-02-18 03:21:33,11.6,3.74,0.42,1.26
2013-02-18 03:21:35,11.23,3.22,0.34,1.69
2013-02-18 03:21:39,11.21,3.05,0.21,1.25
2013-02-18 03:21:41,11.58,3.01,0.15,1.34
2013-02-18 03:21:45,11.93,3.0,0.44,1.1400000000000001
2013-02-18 03:21:47,11.19,3.35,0.84,1.03
2013-02-18 03:21:51,11.1,3.2800000000000002,0.38,1.21
2013-02-18 03:21:53,11.22,3.3,0.58,1.3900000000000001
2013-02-18 03:21:57,11.25,3.36,0.12,1.51
2013-02-18 03:21:59,11.02,3.07,0.07,2.24
2013-02-18 03:22:03,12.24,3.51,0.87,1.43
2013-02-18 03:22:05,11.33,3.24,0.55,1.9100000000000001
2013-02-18 03:22:09,11.23,3.06,0.71,1.02
2013-02-18 03:22:11,11.49,3.43,0.49,1.3599999999999999
2013-02-18 03:22:15,11.03,3.89,0.36,1.03
2013-02-18 03:22:17,11.22,3.48,0.1,1.24
2013-02-18 03:22:21,11.17,3.63,0.42,1.4
2013-02-18 03:22:23,11.09,3.4699999999999998,0.36,1.23
2013-02-18 03:22:27,11.48,3.38,0.47,1.52
2013-02-18 03:22:29,11.1,3.75,0.26,1.2
2013-02-18 03:22:33,11.31,3.04,0.21,1.15
2013-02-18 03:22:35,11.08,3.12,0.29,1.21
2013-02-18 03:22:39,11.29,3.45,0.07,1.07
2013-02-18 03:22:40,11.11,3.13,0.61,1.31
2013-02-18 03:22:45,11.36,3.2800000000000002,0.65,1.41
2013-02-18 03:22:46,12.02,3.22,0.18,1.6
2013-02-18 03:22:51,11.58,3.27,0.64,1.44
2013-02-18 03:22:52,11.17,3.76,0.42,1.46
2013-02-18 03:22:57,11.21,3.16,0.67,1.17
2013-02-18 03:22:58,11.6,3.7,0.07,1.67
2013-02-18 03:23:03,11.69,3.41,0.3,1.94
2013-02-18 03:23:04,11.35,3.41,0.23,1.35
2013-02-18 03:23:09,11.14,3.23,0.09,2.56
2013-02-18 03:23:10,11.39,3.4699999999999998,0.02,1.23
2013-02-18 03:23:15,11.87,3.71,0.04,1.09
2013-02-18 03:23:16,11.43,3.67,0.46,1.1
2013-02-18 03:23:21,11.28,3.06,0.38,1.28
2013-02-18 03:23:22,11.1,3.0,0.89,1.07
2013-02-18 03:23:27,11.6,3.02,1.05,1.12
2013-02-18 03:23:28,11.2,3.35,0.56,1.98
2013-02-18 03:23:33,11.16,3.06,0.09,1.11
2013-02-18 03:23:34,11.17,3.64,0.39,1.3
2013-02-18 03:23:39,11.05,3.74,0.1,1.9100000000000001
2013-02-18 03:23:40,11.26,3.34,0.4,1.07
2013-02-18 03:23:45,11.76,3.48,0.18,1.18
2013-02-18 03:23:46,11.16,3.65,0.82,1.07
2013-02-18 03:23:51,11.88,3.34,0.42,1.6099999999999999
2013-02-18 03:23:52,11.01,3.03,0.03,1.45
2013-02-18 03:23:57,11.11,3.98,0.64,1.23
2013-02-18 03:23:58,11.35,3.2,0.21,1.18
2013-02-18 03:24:03,11.63,3.61,0.34,1.11
2013-02-18 03:24:04,11.85,4.5600000000000005,0.32,1.12
2013-02-18 03:24:09,11.1,3.29,0.23,1.6400000000000001
2013-02-18 03:24:10,11.82,3.24,0.31,1.35
2013-02-18 03:24:15,11.37,3.31,0.59,1.03
2013-02-18 03:24:16,11.91,4.35,0.05,1.46
2013-02-18 03:24:21,11.39,3.24,0.23,1.72
2013-02-18 03:24:22,11.28,4.47,0.42,1.26
2013-02-18 03:24:27,11.12,3.55,0.23,1.76
2013-02-18 03:24:28,11.12,3.43,0.21,1.38
2013-02-18 03:24:33,11.6,3.17,0.99,1.48
2013-02-18 03:24:34,11.07,3.09,0.87,1.34
2013-02-18 03:24:39,11.98,3.65,0.09,1.73
2013-02-18 03:24:40,11.56,3.41,0.0,1.3599999999999999
2013-02-18 03:24:45,11.09,3.77,0.62,1.23
2013-02-18 03:24:46,11.15,4.0,0.54,1.06
2013-02-18 03:24:51,11.03,3.18,0.15,1.69
2013-02-18 03:24:52,11.61,3.05,0.86,1.03
2013-02-18 03:24:57,11.98,3.91,0.57,1.29
2013-02-18 03:24:58,11.07,3.59,0.1,1.76
2013-02-18 03:25:03,11.91,3.42,0.02,1.31
2013-02-18 03:25:04,11.38,3.3,0.61,1.55
2013-02-18 03:25:09,11.05,3.02,0.64,1.33
2013-02-18 03:25:10,11.21,3.5300000000000002,0.01,1.96
2013-02-18 03:25:15,11.43,3.09,0.03,1.06
2013-02-18 03:25:16,11.64,3.61,0.83,1.37
2013-02-18 03:25:21,11.52,4.16,0.37,1.65
2013-02-18 03:25:22,11.29,3.39,0.27,1.5699999999999998
2013-02-18 03:25:27,11.06,3.19,0.01,1.77
2013-02-18 03:25:28,11.29,3.39,0.15,1.22
2013-02-18 03:25:33,11.35,3.37,0.11,1.06
2013-02-18 03:25:34,11.43,3.31,0.14,1.81
2013-02-18 03:25:39,11.82,3.39,0.57,1.37
2013-02-18 03:25:40,11.54,3.3,0.17,1.05
2013-02-18 03:25:45,11.36,3.23,0.16,1.08
2013-02-18 03:25:46,11.18,3.23,0.34,1.23
2013-02-18 03:25:51,11.65,3.5,0.19,1.3
2013-02-18 03:25:52,11.29,3.14,0.18,1.3
2013-02-18 03:25:57,11.23,3.33,0.32,1.54
2013-02-18 03:25:58,11.93,3.02,0.46,1.74
2013-02-18 03:26:03,11.58,4.37,0.03,1.19
2013-02-18 03:26:04,11.14,3.63,0.41,1.06
2013-02-18 03:26:09,11.15,3.19,0.08,1.25
2013-02-18 03:26:10,11.6,3.68,0.18,1.08
2013-02-18 03:26:15,11.19,4.51,0.0,1.04
2013-02-18 03:26:16,11.13,3.08,0.27,1.38
2013-02-18 03:26:21,11.1,3.19,0.04,1.04
2013-02-18 03:26:22,11.38,3.22,0.01,1.3900000000000001
2013-02-18 03:26:27,11.52,3.07,0.41,1.04
2013-02-18 03:26:28,11.83,3.22,0.01,1.19
2013-02-18 03:26:33,11.24,3.04,0.19,1.62
2013-02-18 03:26:34,11.31,3.01,0.36,1.4
2013-02-18 03:26:39,11.25,3.14,0.05,1.3
2013-02-18 03:26:40,11.18,3.46,0.38,1.41
2013-02-18 03:26:45,11.07,3.01,0.13,1.65
2013-02-18 03:26:46,11.37,3.15,0.68,1.55
2013-02-18 03:26:51,11.95,3.55,0.71,1.0
2013-02-18 03:26:52,11.66,3.48,0.24,1.28
2013-02-18 03:26:57,11.04,3.57,0.0,1.8
2013-02-18 03:26:58,11.21,3.45,0.77,1.05
2013-02-18 03:27:03,11.04,3.46,0.09,1.11
2013-02-18 03:27:04,11.02,3.18,0.37,1.48
2013-02-18 03:27:09,11.87,3.03,0.12,1.11
2013-02-18 03:27:10,11.75,3.07,0.1,1.04
2013-02-18 03:27:15,11.02,3.1,0.46,1.43
2013-02-18 03:27:16,11.22,3.14,0.34,1.58
2013-02-18 03:27:21,11.48,3.0,0.25,1.88
2013-02-18 03:27:22,11.51,3.92,0.95,1.11
2013-02-18 03:27:27,11.24,3.18,0.27,1.56
2013-02-18 03:27:28,11.13,3.29,0.53,1.22
2013-02-18 03:27:33,11.42,3.91,0.29,1.51
2013-02-18 03:27:34,12.06,3.34,0.17,1.3
2013-02-18 03:27:39,11.05,3.35,0.21,1.31
2013-02-18 03:27:40,11.3,3.11,0.19,1.75
2013-02-18 03:27:45,11.22,3.52,0.77,1.15
2013-02-18 03:27:51,11.24,3.52,0.57,1.23
2013-02-18 03:27:57,11.35,3.14,0.92,1.13
2013-02-18 03:28:03,11.36,3.46,0.07,1.05
2013-02-18 03:28:09,11.06,3.26,0.57,1.6400000000000001
2013-02-18 03:28:15,11.45,3.05,0.44,1.09
2013-02-18 03:28:21,11.42,3.21,0.59,1.85
2013-02-18 03:28:27,11.18,3.18,0.23,1.22
2013-02-18 03:28:33,12.45,3.12,0.05,2.4
2013-02-18 03:28:39,11.19,3.11,0.11,1.77
2013-02-18 03:28:45,11.52,3.36,0.13,1.25
2013-02-18 03:28:51,11.82,3.03,0.12,1.6800000000000002
2013-02-18 03:28:57,11.62,3.48,0.03,1.5
2013-02-18 03:29:03,11.05,3.4,0.25,1.62
2013-02-18 03:29:09,11.66,3.68,0.21,1.58
2013-02-18 03:29:15,11.16,3.2800000000000002,0.36,1.41
2013-02-18 03:29:21,11.3,3.48,0.0,1.71
2013-02-18 03:29:27,11.23,3.09,0.67,1.04
2013-02-18 03:29:33,11.23,3.07,0.98,1.53
2013-02-18 03:29:39,11.35,3.2,0.2,1.04
2013-02-18 03:29:45,11.58,3.74,0.49,1.15
2013-02-18 03:29:51,11.88,3.3,0.37,1.8599999999999999
2013-02-18 03:29:57,11.19,3.38,0.33,2.1100000000000003
2013-02-18 03:30:03,11.08,3.23,0.02,1.37
2013-02-18 03:30:09,11.05,3.61,0.08,1.34
2013-02-18 03:30:15,11.21,3.6,0.19,1.4
2013-02-18 03:30:21,11.47,3.13,0.25,1.15
2013-02-18 03:30:27,11.3,3.7199999999999998,0.68,1.42
2013-02-18 03:30:33,11.66,3.11,0.3,1.16
2013-02-18 03:30:39,11.39,3.38,0.35,1.54
2013-02-18 03:30:45,11.5,3.5300000000000002,0.14,1.05
2013-02-18 03:30:51,11.38,3.37,0.03,1.07
2013-02-18 03:30:57,11.73,3.27,0.68,1.25
2013-02-18 03:31:03,11.25,3.29,0.27,1.17
2013-02-18 03:31:08,11.49,3.29,0.53,1.62
2013-02-18 03:31:09,11.26,3.1,0.33,1.1400000000000001
2013-02-18 03:31:14,11.49,3.3,0.07,1.3900000000000001
2013-02-18 03:31:15,11.26,3.01,0.47,1.83
2013-02-18 03:31:20,11.55,3.14,0.87,1.08
2013-02-18 03:31:21,11.17,3.51,0.29,1.33
2013-02-18 03:31:26,11.39,3.87,0.32,1.31
2013-02-18 03:31:27,11.67,3.04,0.02,1.3
2013-02-18 03:31:32,11.6,3.56,0.3,1.15
2013-02-18 03:31:33,11.45,3.5300000000000002,0.27,1.3599999999999999
2013-02-18 03:31:38,11.45,3.03,0.4,1.54
2013-02-18 03:31:39,11.91,3.5300000000000002,0.29,1.53
2013-02-18 03:31:44,11.2,4.02,0.14,1.11
2013-02-18 03:31:45,11.36,3.95,0.31,1.29
2013-02-18 03:31:50,12.14,3.73,0.53,1.13
2013-02-18 03:31:51,11.31,3.38,0.95,1.73
2013-02-18 03:31:56,11.77,3.07,1.06,1.02
2013-02-18 03:31:57,11.94,3.69,0.26,1.22
2013-02-18 03:32:02,11.36,3.0,0.83,1.22
2013-02-18 03:32:03,11.94,3.13,0.15,1.18
2013-02-18 03:32:08,11.19,4.23,0.45,1.3
2013-02-18 03:32:09,11.22,3.35,0.44,1.6800000000000002
2013-02-18 03:32:14,11.09,3.88,0.05,1.53
2013-02-18 03:32:15,11.21,3.62,0.32,2.0
2013-02-18 03:32:20,11.11,3.77,0.61,1.35
2013-02-18 03:32:21,11.64,3.34,0.12,1.31
2013-02-18 03:32:26,11.48,3.23,0.45,1.06
2013-02-18 03:32:27,11.34,3.66,0.57,1.24
2013-02-18 03:32:33,11.39,4.04,0.18,1.62
2013-02-18 03:32:39,11.42,3.1,0.38,1.33
2013-02-18 03:32:40,11.45,3.19,0.03,1.41
2013-02-18 03:32:45,11.23,3.19,1.23,2.37
2013-02-18 03:32:46,11.59,3.33,0.85,1.34
2013-02-18 03:32:51,11.59,3.11,0.54,1.31
2013-02-18 03:32:52,11.83,3.73,0.91,1.09
2013-02-18 03:32:57,11.76,3.36,0.4,1.51
2013-02-18 03:32:58,11.37,3.56,0.38,1.81
2013-02-18 03:33:04,11.89,3.64,0.03,1.1400000000000001
2013-02-18 03:33:10,11.83,3.5300000000000002,0.33,2.17
2013-02-18 03:33:16,11.26,3.26,0.26,1.23
2013-02-18 03:33:17,11.37,3.05,1.2,1.01
2013-02-18 03:33:22,11.36,3.22,0.59,1.09
2013-02-18 03:33:23,11.53,3.7,0.5,1.06
2013-02-18 03:33:29,11.38,3.68,0.7,1.53
2013-02-18 03:33:35,11.69,3.4,0.57,1.1400000000000001
2013-02-18 03:33:41,11.35,3.83,0.77,1.5699999999999998
2013-02-18 03:33:47,11.14,3.1,0.59,1.16
2013-02-18 03:33:48,11.49,3.4,0.52,1.13
2013-02-18 03:33:53,11.42,3.62,0.66,1.1
2013-02-18 03:33:54,11.62,4.01,1.2,1.3900000000000001
2013-02-18 03:34:00,11.39,4.0600000000000005,1.15,1.21
2013-02-18 03:34:06,11.02,3.44,0.25,1.04
2013-02-18 03:34:12,11.21,3.33,0.02,1.6
2013-02-18 03:34:18,12.01,3.15,0.21,2.21
2013-02-18 03:34:19,11.54,3.16,1.2,1.83
2013-02-18 03:34:24,11.96,3.8,0.51,1.03
2013-02-18 03:34:25,11.64,3.16,0.3,1.24
2013-02-18 03:34:30,11.09,3.82,0.45,1.33
2013-02-18 03:34:31,11.5,3.12,0.08,1.2
2013-02-18 03:34:37,11.63,3.03,0.11,2.0
2013-02-18 03:34:43,11.09,3.57,0.2,1.71
2013-02-18 03:34:49,11.47,3.18,0.01,1.24
2013-02-18 03:34:55,11.01,3.4,0.48,1.6400000000000001
2013-02-18 03:34:56,12.43,3.16,0.11,1.47
2013-02-18 03:35:01,11.83,3.04,0.9,1.11
2013-02-18 03:35:02,11.53,3.25,0.25,1.4
2013-02-18 03:35:07,11.09,3.21,0.57,1.77
2013-02-18 03:35:08,11.39,3.1,0.24,1.05
2013-02-18 03:35:14,11.22,3.49,0.43,1.27
2013-02-18 03:35:20,11.37,3.02,0.06,1.56
2013-02-18 03:35:26,11.11,3.23,0.1,1.71
2013-02-18 03:35:32,11.93,3.02,0.43,1.13
2013-02-18 03:35:33,11.3,3.69,0.91,1.2
2013-02-18 03:35:38,11.15,3.5,0.25,1.47
2013-02-18 03:35:39,11.32,3.02,0.76,1.3900000000000001
2013-02-18 03:35:45,11.53,3.77,0.21,1.44
2013-02-18 03:35:51,11.18,3.42,0.44,1.01
2013-02-18 03:35:57,11.07,3.33,0.17,1.16
2013-02-18 03:36:03,11.44,3.63,0.14,1.37
2013-02-18 03:36:04,11.36,3.7,0.87,1.72
2013-02-18 03:36:09,11.59,3.11,0.79,1.03
2013-02-18 03:36:10,11.72,3.13,0.05,1.19
2013-02-18 03:36:15,11.12,3.02,0.3,1.18
2013-02-18 03:36:16,11.02,3.24,0.74,1.48
2013-02-18 03:36:22,11.45,3.69,1.08,1.29
2013-02-18 03:36:28,11.59,3.37,0.57,1.22
2013-02-18 03:36:34,11.33,3.18,1.03,1.12
2013-02-18 03:36:40,11.97,3.52,0.99,1.74
2013-02-18 03:36:41,11.44,3.59,0.08,1.88
2013-02-18 03:36:46,11.19,3.57,0.1,1.13
2013-02-18 03:36:47,11.12,3.58,0.31,1.52
2013-02-18 03:36:53,11.32,3.24,0.32,1.8599999999999999
2013-02-18 03:36:59,11.11,3.5300000000000002,0.31,1.1
2013-02-18 03:37:05,11.44,3.2800000000000002,0.18,1.27
2013-02-18 03:37:11,11.44,3.36,0.05,1.6099999999999999
2013-02-18 03:37:12,11.36,3.14,0.64,1.05
2013-02-18 03:37:17,11.46,3.07,0.28,1.22
2013-02-18 03:37:18,11.68,3.19,0.33,1.35
2013-02-18 03:37:23,11.59,3.2800000000000002,0.53,1.24
2013-02-18 03:37:24,11.07,3.25,0.13,1.97
2013-02-18 03:37:30,11.04,3.16,0.29,1.06
2013-02-18 03:37:36,11.28,3.32,1.19,1.15
2013-02-18 03:37:42,11.43,3.18,0.0,1.25
2013-02-18 03:37:43,11.02,3.14,0.01,1.26
2013-02-18 03:37:48,12.08,4.17,0.58,1.58
2013-02-18 03:37:49,11.44,3.32,0.82,1.8399999999999999
2013-02-18 03:37:54,11.78,3.46,0.72,1.18
2013-02-18 03:37:55,11.75,3.39,0.34,1.27
2013-02-18 03:38:01,11.17,3.52,0.25,1.07
2013-02-18 03:38:07,11.11,3.48,0.15,1.75
2013-02-18 03:38:13,11.31,3.32,0.03,1.12
2013-02-18 03:38:19,11.14,3.4699999999999998,0.47,1.2
2013-02-18 03:38:20,11.71,3.25,0.25,1.43
2013-02-18 03:38:25,12.24,3.94,0.46,1.12
2013-02-18 03:38:26,11.64,3.17,0.45,1.25
2013-02-18 03:38:31,11.17,3.24,0.39,1.15
2013-02-18 03:38:32,11.6,3.46,0.46,1.1400000000000001
2013-02-18 03:38:38,11.54,3.41,0.52,1.23
2013-02-18 03:38:44,11.84,3.04,0.45,1.15
2013-02-18 03:38:50,11.47,3.12,0.34,1.27
2013-02-18 03:38:51,11.58,3.37,0.06,1.26
2013-02-18 03:38:56,11.57,3.56,1.08,1.48
2013-02-18 03:38:57,11.17,3.57,0.05,1.41
2013-02-18 03:39:03,11.47,3.18,0.8,1.69
2013-02-18 03:39:09,11.11,3.52,0.6,1.8
2013-02-18 03:39:15,11.51,3.49,0.43,1.06
2013-02-18 03:39:21,11.55,3.14,0.43,1.25
2013-02-18 03:39:22,11.53,3.6,0.42,1.52
2013-02-18 03:39:27,11.27,3.49,0.52,1.77
2013-02-18 03:39:28,11.18,3.32,0.17,1.08
2013-02-18 03:39:33,11.88,3.73,0.15,1.8399999999999999
2013-02-18 03:39:34,11.0,3.18,0.07,1.09
2013-02-18 03:39:40,11.59,3.13,0.48,1.11
2013-02-18 03:39:46,11.22,3.5,0.49,1.5699999999999998
2013-02-18 03:39:52,12.04,3.98,0.54,1.19
2013-02-18 03:39:58,11.51,3.19,0.2,1.07
2013-02-18 03:39:59,11.18,3.43,0.32,1.09
2013-02-18 03:40:04,11.21,3.15,1.18,1.29
2013-02-18 03:40:05,11.03,3.29,0.68,1.55
2013-02-18 03:40:10,11.49,3.68,0.78,1.13
2013-02-18 03:40:11,11.56,3.35,0.36,1.44
2013-02-18 03:40:17,12.16,4.05,0.93,1.25
2013-02-18 03:40:23,11.1,3.46,1.53,1.31
2013-02-18 03:40:29,11.45,3.21,0.54,1.21
2013-02-18 03:40:30,11.77,3.7199999999999998,1.04,1.21
2013-02-18 03:40:35,11.13,3.12,0.54,1.1400000000000001
2013-02-18 03:40:36,11.55,3.8,1.42,1.12
2013-02-18 03:40:41,11.24,3.95,0.5,1.21
2013-02-18 03:40:42,11.0,3.3,0.1,1.03
2013-02-18 03:40:48,11.29,3.99,0.1,1.28
2013-02-18 03:40:54,11.55,3.54,0.57,1.79
2013-02-18 03:41:00,11.42,3.62,0.3,1.75
2013-02-18 03:41:01,11.46,3.22,0.39,1.04
2013-02-18 03:41:06,11.77,3.22,0.21,1.44
2013-02-18 03:41:07,11.79,3.34,0.37,1.12
2013-02-18 03:41:12,11.29,3.29,0.19,1.54
2013-02-18 03:41:13,11.7,3.23,0.27,1.25
2013-02-18 03:41:19,11.67,3.13,1.62,1.26
2013-02-18 03:41:25,11.68,4.03,0.29,1.16
2013-02-18 03:41:31,11.07,3.2800000000000002,0.08,1.0
2013-02-18 03:41:32,11.25,3.32,0.66,1.65
2013-02-18 03:41:37,11.9,3.39,0.98,1.6
2013-02-18 03:41:38,11.35,3.64,0.95,1.32
2013-02-18 03:41:43,11.12,3.64,0.87,1.1400000000000001
2013-02-18 03:41:44,11.51,3.13,0.25,1.18
2013-02-18 03:41:50,11.62,3.4,0.93,1.06
2013-02-18 03:41:56,11.48,3.26,0.74,1.19
2013-02-18 03:42:02,11.81,3.18,0.08,1.54
2013-02-18 03:42:03,11.14,3.86,0.08,1.13
2013-02-18 03:42:08,11.8,3.01,0.43,1.49
2013-02-18 03:42:09,11.34,3.42,0.56,1.6800000000000002
2013-02-18 03:42:14,11.07,3.01,0.26,1.22
2013-02-18 03:42:15,11.26,3.01,0.68,1.04
2013-02-18 03:42:20,11.17,3.14,0.39,1.81
2013-02-18 03:42:21,11.21,3.6,0.42,1.02
2013-02-18 03:42:27,11.04,3.96,0.21,1.12
2013-02-18 03:42:33,11.3,3.12,0.6,2.09
2013-02-18 03:42:39,11.08,4.22,0.99,1.3599999999999999
2013-02-18 03:42:40,11.04,3.61,0.49,1.1
2013-02-18 03:42:45,12.06,3.37,0.08,2.06
2013-02-18 03:42:46,11.23,3.92,0.14,1.19
2013-02-18 03:42:52,11.49,3.42,0.2,1.37
2013-02-18 03:42:58,11.58,3.15,0.63,1.11
2013-02-18 03:43:04,11.84,3.61,0.22,1.15
2013-02-18 03:43:05,11.9,3.74,0.53,1.3599999999999999
2013-02-18 03:43:10,11.68,3.56,0.15,1.19
2013-02-18 03:43:11,11.35,3.76,0.07,1.17
2013-02-18 03:43:16,11.98,3.27,0.19,1.45
2013-02-18 03:43:17,11.26,3.64,0.4,1.37
2013-02-18 03:43:23,11.09,3.43,0.33,2.01
2013-02-18 03:43:29,11.2,3.3,0.16,1.41
2013-02-18 03:43:35,11.07,3.07,0.55,2.3200000000000003
2013-02-18 03:43:36,11.04,3.59,0.02,1.1
2013-02-18 03:43:41,11.6,3.06,0.01,1.5899999999999999
2013-02-18 03:43:42,11.73,3.26,0.51,1.18
2013-02-18 03:43:48,11.9,3.5,0.28,1.3
2013-02-18 03:43:54,11.84,3.46,0.74,1.67
2013-02-18 03:44:00,11.51,4.04,0.53,1.49
2013-02-18 03:44:06,11.14,4.04,0.53,1.33
2013-02-18 03:44:07,11.48,3.16,0.6,1.05
2013-02-18 03:44:12,11.25,3.41,0.58,1.58
2013-02-18 03:44:13,11.36,3.29,0.37,1.99
2013-02-18 03:44:19,12.08,3.05,0.34,1.11
2013-02-18 03:44:25,11.6,3.33,0.46,1.48
2013-02-18 03:44:31,11.11,3.18,0.51,1.02
2013-02-18 03:44:32,11.51,3.9,0.46,1.73
2013-02-18 03:44:37,11.55,3.31,0.86,1.45
2013-02-18 03:44:38,11.28,3.75,0.17,1.26
2013-02-18 03:44:43,11.41,3.65,0.18,1.11
2013-02-18 03:44:44,11.04,3.0,0.29,1.45
2013-02-18 03:44:49,11.43,3.6,0.59,1.98
2013-02-18 03:44:50,11.07,3.17,0.07,1.54
2013-02-18 03:44:56,11.79,3.01,0.18,1.03
2013-02-18 03:45:02,11.4,4.07,0.34,1.16
2013-02-18 03:45:08,11.04,3.38,0.11,1.41
2013-02-18 03:45:09,11.04,3.25,0.02,1.18
2013-02-18 03:45:15,11.99,3.36,0.49,1.19
2013-02-18 03:45:20,11.69,3.75,0.21,1.27
2013-02-18 03:45:21,11.25,3.27,0.39,1.08
2013-02-18 03:45:26,11.74,3.2800000000000002,0.15,1.34
2013-02-18 03:45:27,12.14,3.33,0.65,1.77
2013-02-18 03:45:32,11.2,3.32,0.63,1.19
2013-02-18 03:45:33,11.25,3.74,0.47,1.49
2013-02-18 03:45:38,11.28,3.2800000000000002,0.17,1.1
2013-02-18 03:45:39,11.1,3.41,0.88,1.56
2013-02-18 03:45:44,11.05,3.05,0.02,1.03
